"Step","n_bits: 8 - eval/success_count","n_bits: 8 - eval/success_count__MIN","n_bits: 8 - eval/success_count__MAX"
"1","0.016666666294137638","0","0.029999999329447746"
"2","0.009999999776482582","0","0.019999999552965164"
"3","0.019999999552965164","0","0.029999999329447746"
"4","0.016666666294137638","0.009999999776482582","0.019999999552965164"
"5","0.016666666294137638","0.009999999776482582","0.029999999329447746"
"6","0.006666666517655055","0","0.019999999552965164"
"7","0.02333333281179269","0.019999999552965164","0.029999999329447746"
"8","0.03999999910593033","0.029999999329447746","0.05999999865889549"
"9","0.016666666294137638","0.009999999776482582","0.029999999329447746"
"10","0.02333333281179269","0.019999999552965164","0.029999999329447746"
"11","0.019999999552965164","0.009999999776482582","0.03999999910593033"
"12","0.016666666294137638","0","0.03999999910593033"
"13","0.03333333320915699","0.009999999776482582","0.05000000074505806"
"14","0.023333333432674408","0","0.05000000074505806"
"15","0.04333333298563957","0.029999999329447746","0.07000000029802322"
"16","0.03999999972681204","0.029999999329447746","0.05000000074505806"
"17","0.040000000347693764","0.019999999552965164","0.05000000074505806"
"18","0.05333333338300387","0","0.10999999940395355"
"19","0.05666666540006796","0.029999999329447746","0.07999999821186066"
"20","0.04333333298563957","0.019999999552965164","0.05999999865889549"
"21","0.03999999910593033","0.03999999910593033","0.03999999910593033"
"22","0.05999999990065893","0.05000000074505806","0.07999999821186066"
"23","0.04333333298563957","0.019999999552965164","0.05999999865889549"
"24","0.02666666607062022","0.009999999776482582","0.03999999910593033"
"25","0.05999999990065893","0.03999999910593033","0.07000000029802322"
"26","0.05999999990065893","0.03999999910593033","0.07000000029802322"
"27","0.0833333320915699","0.05999999865889549","0.10999999940395355"
"28","0.10333333412806193","0.07000000029802322","0.14000000059604645"
"29","0.08000000069538753","0.03999999910593033","0.10000000149011612"
"30","0.07999999759097894","0.029999999329447746","0.12999999523162842"
"31","0.07333333293596904","0.05999999865889549","0.10000000149011612"
"32","0.10666666552424431","0.05999999865889549","0.14000000059604645"
"33","0.13333333159486452","0.05000000074505806","0.1899999976158142"
"34","0.143333338201046","0.10000000149011612","0.18000000715255737"
"35","0.12333333492279053","0.10999999940395355","0.15000000596046448"
"36","0.22333333641290665","0.11999999731779099","0.4000000059604645"
"37","0.1666666716337204","0.15000000596046448","0.18000000715255737"
"38","0.16666666915019354","0.07000000029802322","0.2800000011920929"
"39","0.25333334257205326","0.10000000149011612","0.33000001311302185"
"40","0.3099999974171321","0.20999999344348907","0.3799999952316284"
"41","0.26666666318972904","0.10000000149011612","0.38999998569488525"
"42","0.3566666593154271","0.20000000298023224","0.5299999713897705"
"43","0.43666666249434155","0.23000000417232513","0.699999988079071"
"44","0.4666666587193807","0.1899999976158142","0.7099999785423279"
"45","0.526666671037674","0.3700000047683716","0.7300000190734863"
"46","0.6433333257834116","0.4099999964237213","0.8299999833106995"
"47","0.7166666785875956","0.36000001430511475","0.9700000286102295"
"48","0.773333340883255","0.4099999964237213","0.9900000095367432"
"49","0.8333333333333334","0.6100000143051147","0.9900000095367432"
"50","0.8700000047683716","0.6100000143051147","1"
"51","0.899999996026357","0.7799999713897705","1"
"52","0.9433333277702332","0.8299999833106995","1"
"53","0.9700000087420145","0.9100000262260437","1"
"54","0.9933333396911621","0.9800000190734863","1"
"55","0.9866666595141093","0.9599999785423279","1"
"56","1","1","1"
"57","1","1","1"
"58","1","1","1"
"59","1","1","1"
"60","1","1","1"
"61","1","1","1"
"62","1","1","1"
"63","1","1","1"
"64","1","1","1"
"65","1","1","1"
"66","1","1","1"
"67","1","1","1"
"68","1","1","1"
"69","1","1","1"
"70","1","1","1"
"71","1","1","1"
"72","1","1","1"
"73","1","1","1"
"74","1","1","1"
"75","1","1","1"
"76","1","1","1"
"77","1","1","1"
"78","1","1","1"
"79","1","1","1"
"80","1","1","1"
"81","1","1","1"
"82","1","1","1"
"83","1","1","1"
"84","1","1","1"
"85","1","1","1"
"86","1","1","1"
"87","1","1","1"
"88","1","1","1"
"89","1","1","1"
"90","1","1","1"
"91","1","1","1"
"92","1","1","1"
"93","1","1","1"
"94","1","1","1"
"95","1","1","1"
"96","1","1","1"
"97","1","1","1"
"98","1","1","1"
"99","1","1","1"
"100","1","1","1"
"101","1","1","1"
"102","1","1","1"
"103","1","1","1"
"104","1","1","1"
"105","1","1","1"
"106","1","1","1"
"107","1","1","1"
"108","1","1","1"
"109","1","1","1"
"110","1","1","1"
"111","1","1","1"
"112","1","1","1"
"113","1","1","1"
"114","1","1","1"
"115","1","1","1"
"116","1","1","1"
"117","1","1","1"
"118","1","1","1"
"119","1","1","1"
"120","1","1","1"
"121","1","1","1"
"122","1","1","1"
"123","1","1","1"
"124","1","1","1"
"125","1","1","1"
"126","1","1","1"
"127","1","1","1"
"128","1","1","1"
"129","1","1","1"
"130","1","1","1"
"131","1","1","1"
"132","1","1","1"
"133","1","1","1"
"134","1","1","1"
"135","1","1","1"
"136","1","1","1"
"137","1","1","1"
"138","1","1","1"
"139","1","1","1"
"140","1","1","1"
"141","1","1","1"
"142","1","1","1"
"143","1","1","1"
"144","1","1","1"
"145","1","1","1"
"146","1","1","1"
"147","1","1","1"
"148","1","1","1"
"149","1","1","1"
"150","1","1","1"
"151","1","1","1"
"152","1","1","1"
"153","1","1","1"
"154","1","1","1"
"155","1","1","1"
"156","1","1","1"
"157","1","1","1"
"158","1","1","1"
"159","1","1","1"
"160","1","1","1"
"161","1","1","1"
"162","1","1","1"
"163","1","1","1"
"164","1","1","1"
"165","1","1","1"
"166","1","1","1"
"167","1","1","1"
"168","1","1","1"
"169","1","1","1"
"170","1","1","1"
"171","1","1","1"
"172","1","1","1"
"173","1","1","1"
"174","1","1","1"
"175","1","1","1"
"176","1","1","1"
"177","1","1","1"
"178","1","1","1"
"179","1","1","1"
"180","1","1","1"
"181","1","1","1"
"182","1","1","1"
"183","1","1","1"
"184","1","1","1"
"185","1","1","1"
"186","1","1","1"
"187","1","1","1"
"188","1","1","1"
"189","1","1","1"
"190","1","1","1"
"191","1","1","1"
"192","1","1","1"
"193","1","1","1"
"194","1","1","1"
"195","1","1","1"
"196","1","1","1"
"197","1","1","1"
"198","1","1","1"
"199","1","1","1"
"200","1","1","1"
"201","1","1","1"
"202","1","1","1"
"203","1","1","1"
"204","1","1","1"
"205","1","1","1"
"206","1","1","1"
"207","1","1","1"
"208","1","1","1"
"209","1","1","1"
"210","1","1","1"
"211","1","1","1"
"212","1","1","1"
"213","1","1","1"
"214","1","1","1"
"215","1","1","1"
"216","1","1","1"
"217","1","1","1"
"218","1","1","1"
"219","1","1","1"
"220","1","1","1"
"221","1","1","1"
"222","1","1","1"
"223","1","1","1"
"224","1","1","1"
"225","1","1","1"
"226","1","1","1"
"227","1","1","1"
"228","1","1","1"
"229","1","1","1"
"230","1","1","1"
"231","1","1","1"
"232","1","1","1"
"233","1","1","1"
"234","1","1","1"
"235","1","1","1"
"236","1","1","1"
"237","1","1","1"
"238","1","1","1"
"239","1","1","1"
"240","1","1","1"
"241","1","1","1"
"242","1","1","1"
"243","1","1","1"
"244","1","1","1"
"245","1","1","1"
"246","1","1","1"
"247","1","1","1"
"248","1","1","1"
"249","1","1","1"
"250","1","1","1"
"251","1","1","1"
"252","1","1","1"
"253","1","1","1"
"254","1","1","1"
"255","1","1","1"
"256","1","1","1"
"257","1","1","1"
"258","1","1","1"
"259","1","1","1"
"260","1","1","1"
"261","1","1","1"
"262","1","1","1"
"263","1","1","1"
"264","1","1","1"
"265","1","1","1"
"266","1","1","1"
"267","1","1","1"
"268","1","1","1"
"269","1","1","1"
"270","1","1","1"
"271","1","1","1"
"272","1","1","1"
"273","1","1","1"
"274","1","1","1"
"275","1","1","1"
"276","1","1","1"
"277","1","1","1"
"278","1","1","1"
"279","1","1","1"
"280","1","1","1"
"281","1","1","1"
"282","1","1","1"
"283","1","1","1"
"284","1","1","1"
"285","1","1","1"
"286","1","1","1"
"287","1","1","1"
"288","1","1","1"
"289","1","1","1"
"290","1","1","1"
"291","1","1","1"
"292","1","1","1"
"293","1","1","1"
"294","1","1","1"
"295","1","1","1"
"296","1","1","1"
"297","1","1","1"
"298","1","1","1"
"299","1","1","1"
"300","1","1","1"
"301","1","1","1"
"302","1","1","1"
"303","1","1","1"
"304","1","1","1"
"305","1","1","1"
"306","1","1","1"
"307","1","1","1"
"308","1","1","1"
"309","1","1","1"
"310","1","1","1"
"311","1","1","1"
"312","1","1","1"
"313","1","1","1"
"314","1","1","1"
"315","1","1","1"
"316","1","1","1"
"317","1","1","1"
"318","1","1","1"
"319","1","1","1"
"320","1","1","1"
"321","1","1","1"
"322","1","1","1"
"323","1","1","1"
"324","1","1","1"
"325","1","1","1"
"326","1","1","1"
"327","1","1","1"
"328","1","1","1"
"329","1","1","1"
"330","1","1","1"
"331","1","1","1"
"332","1","1","1"
"333","1","1","1"
"334","1","1","1"
"335","1","1","1"
"336","1","1","1"
"337","1","1","1"
"338","1","1","1"
"339","1","1","1"
"340","1","1","1"
"341","1","1","1"
"342","1","1","1"
"343","1","1","1"
"344","1","1","1"
"345","1","1","1"
"346","1","1","1"
"347","1","1","1"
"348","1","1","1"
"349","1","1","1"
"350","1","1","1"
"351","1","1","1"
"352","1","1","1"
"353","1","1","1"
"354","1","1","1"
"355","1","1","1"
"356","1","1","1"
"357","1","1","1"
"358","1","1","1"
"359","1","1","1"
"360","1","1","1"
"361","1","1","1"
"362","1","1","1"
"363","1","1","1"
"364","1","1","1"
"365","1","1","1"
"366","1","1","1"
"367","1","1","1"
"368","1","1","1"
"369","1","1","1"
"370","1","1","1"
"371","1","1","1"
"372","1","1","1"
"373","1","1","1"
"374","1","1","1"
"375","1","1","1"
"376","1","1","1"
"377","1","1","1"
"378","1","1","1"
"379","1","1","1"
"380","1","1","1"
"381","1","1","1"
"382","1","1","1"
"383","1","1","1"
"384","1","1","1"
"385","1","1","1"
"386","1","1","1"
"387","1","1","1"
"388","1","1","1"
"389","1","1","1"
"390","1","1","1"
"391","1","1","1"
"392","1","1","1"
"393","1","1","1"
"394","1","1","1"
"395","1","1","1"
"396","1","1","1"
"397","1","1","1"
"398","1","1","1"
"399","1","1","1"
"400","1","1","1"
"401","1","1","1"
"402","1","1","1"
"403","1","1","1"
"404","1","1","1"
"405","1","1","1"
"406","1","1","1"
"407","1","1","1"
"408","1","1","1"
"409","1","1","1"
"410","1","1","1"
"411","1","1","1"
"412","1","1","1"
"413","1","1","1"
"414","1","1","1"
"415","1","1","1"
"416","1","1","1"
"417","1","1","1"
"418","1","1","1"
"419","1","1","1"
"420","1","1","1"
"421","1","1","1"
"422","1","1","1"
"423","1","1","1"
"424","1","1","1"
"425","1","1","1"
"426","1","1","1"
"427","1","1","1"
"428","1","1","1"
"429","1","1","1"
"430","1","1","1"
"431","1","1","1"
"432","1","1","1"
"433","1","1","1"
"434","1","1","1"
"435","1","1","1"
"436","1","1","1"
"437","1","1","1"
"438","1","1","1"
"439","1","1","1"
"440","1","1","1"
"441","1","1","1"
"442","1","1","1"
"443","1","1","1"
"444","1","1","1"
"445","1","1","1"
"446","1","1","1"
"447","1","1","1"
"448","1","1","1"
"449","1","1","1"
"450","1","1","1"
"451","1","1","1"
"452","1","1","1"
"453","1","1","1"
"454","1","1","1"
"455","1","1","1"
"456","1","1","1"
"457","1","1","1"
"458","1","1","1"
"459","1","1","1"
"460","1","1","1"
"461","1","1","1"
"462","1","1","1"
"463","1","1","1"
"464","1","1","1"
"465","1","1","1"
"466","1","1","1"
"467","1","1","1"
"468","1","1","1"
"469","1","1","1"
"470","1","1","1"
"471","1","1","1"
"472","1","1","1"
"473","1","1","1"
"474","1","1","1"
"475","1","1","1"
"476","1","1","1"
"477","1","1","1"
"478","1","1","1"
"479","1","1","1"
"480","1","1","1"
"481","1","1","1"
"482","1","1","1"
"483","1","1","1"
"484","1","1","1"
"485","1","1","1"
"486","1","1","1"
"487","1","1","1"
"488","1","1","1"
"489","1","1","1"
"490","1","1","1"
"491","1","1","1"
"492","1","1","1"
"493","1","1","1"
"494","1","1","1"
"495","1","1","1"
"496","1","1","1"
"497","1","1","1"
"498","1","1","1"
"499","1","1","1"
"500","1","1","1"
"501","1","1","1"
"502","1","1","1"
"503","1","1","1"
"504","1","1","1"
"505","1","1","1"
"506","1","1","1"
"507","1","1","1"
"508","1","1","1"
"509","1","1","1"
"510","1","1","1"
"511","1","1","1"
"512","1","1","1"
"513","1","1","1"
"514","1","1","1"
"515","1","1","1"
"516","1","1","1"
"517","1","1","1"
"518","1","1","1"
"519","1","1","1"
"520","1","1","1"
"521","1","1","1"
"522","1","1","1"
"523","1","1","1"
"524","1","1","1"
"525","1","1","1"
"526","1","1","1"
"527","1","1","1"
"528","1","1","1"
"529","1","1","1"
"530","1","1","1"
"531","1","1","1"
"532","1","1","1"
"533","1","1","1"
"534","1","1","1"
"535","1","1","1"
"536","1","1","1"
"537","1","1","1"
"538","1","1","1"
"539","1","1","1"
"540","1","1","1"
"541","1","1","1"
"542","1","1","1"
"543","1","1","1"
"544","1","1","1"
"545","1","1","1"
"546","1","1","1"
"547","1","1","1"
"548","1","1","1"
"549","1","1","1"
"550","1","1","1"
"551","1","1","1"
"552","1","1","1"
"553","1","1","1"
"554","1","1","1"
"555","1","1","1"
"556","1","1","1"
"557","1","1","1"
"558","1","1","1"
"559","1","1","1"
"560","1","1","1"
"561","1","1","1"
"562","1","1","1"
"563","1","1","1"
"564","1","1","1"
"565","1","1","1"
"566","1","1","1"
"567","1","1","1"
"568","1","1","1"
"569","1","1","1"
"570","1","1","1"
"571","1","1","1"
"572","1","1","1"
"573","1","1","1"
"574","1","1","1"
"575","1","1","1"
"576","1","1","1"
"577","1","1","1"
"578","1","1","1"
"579","1","1","1"
"580","1","1","1"
"581","1","1","1"
"582","1","1","1"
"583","1","1","1"
"584","1","1","1"
"585","1","1","1"
"586","1","1","1"
"587","1","1","1"
"588","1","1","1"
"589","1","1","1"
"590","1","1","1"
"591","1","1","1"
"592","1","1","1"
"593","1","1","1"
"594","1","1","1"
"595","1","1","1"
"596","1","1","1"
"597","1","1","1"
"598","1","1","1"
"599","1","1","1"
